index,UID,l4,l3_UID
PS-02-05-01,JkxnuQM,Understand the basic structure and function of the musculoskeletal system.,JnIAstk
PS-02-05-02,JkxnuQQ,Understand the symptoms of the musculoskeletal system.,JnIAstk
PS-02-05-03,JkxnuQU,Understand the basic examination methods of the musculoskeletal system.,JnIAstk
PS-02-05-04,JkxnuQY,Understand the specific treatment methods of the musculoskeletal system.,JnIAstk
PS-02-05-05,JkxnuQc,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the musculoskeletal system.",JnIAstk
PS-02-06-01,JkxnuQg,Understand the basic structure and function of the cardiovascular system.,JnIAsto
PS-02-06-02,JkxnuQk,Understand the symptoms of the cardiovascular system .,JnIAsto
PS-02-06-03,JkxnuQo,Understand the basic examination methods of the cardiovascular system.,JnIAsto
PS-02-06-04,JkxnuQs,Understand the specific treatment methods of the cardiovascular system.,JnIAsto
PS-02-06-05,JkxnuQw,"Understand the etiology, epidemiology, symptoms, examination, diagnosis, and treatment of diseases of the cardiovascular system .",JnIAsto
PS-02-07-01,JkxnuQ0,Understand the basic structure and function of the respiratory system.,JnIAstw
PS-02-07-02,JkxnuQ4,Understand the symptoms of the respiratory system .,JnIAstw
PS-02-07-03,JkxnuQ8,Understand the basic examination methods of the respiratory system .,JnIAstw
PS-02-07-04,JkxnuRA,Understand the specific treatment methods of the respiratory system.,JnIAstw
PS-02-07-05,JkxnuRE,"Understand the etiology, epidemiology, symptoms, examination, diagnosis, and treatment of diseases of the respiratory system .",JnIAstw
PS-02-08-01,JkxnuRI,Understand the basic structure and function of the gastrointestinal system.,JnIAst0
PS-02-08-02,JkxnuRM,Understand the symptoms of the gastrointestinal system.,JnIAst0
PS-02-08-03,JkxnuRQ,Understand the basic examination methods of the gastrointestinal system,JnIAst0
PS-02-08-04,JkxnuRU,Understand specific treatment methods of the gastrointestinal system.,JnIAst0
PS-02-08-05,JkxnuRY,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the gastrointestinal system.",JnIAst0
PS-02-09-01,JkxnuRc,Understand the basic structure and function of the renal and urinary tract system.,JnIAst8
PS-02-09-02,JkxnuRg,Understand the symptoms of the kidney and urinary system.,JnIAst8
PS-02-09-03,JkxnuRk,Understand the basic examination methods of the kidney and urinary system.,JnIAst8
PS-02-09-04,JkxnuRo,Understand the specific treatments methods of the kidney and urinary system.,JnIAst8
PS-02-09-05,JkxnuRs,"Understand the etiology, epidemiology, symtomes, examination, diagnosis, and treatment of diseases of the kidney and urinary system.",JnIAst8
PS-02-10-01,Jn46SWA,Understand the basic structure and function of the reproductive system.,JnIAsuA
PS-02-10-02,JkxnuR0,Understand the symptomes of the reproductive system.,JnIAsuA
PS-02-10-03,JkxnuR4,Understand the basics examination methods of the reproductive system.,JnIAsuA
PS-02-10-04,JkxnuR8,Understand the specific treatment methods of diseases of the reproductive system.,JnIAsuA
PS-02-10-05,JkxnuSA,"Understand the etiology, epidemiology, symptoms, examination, diagnosis, and treatment of diseases of the reproductive system .",JnIAsuA
PS-02-11-01,JkxnuSE,Understand the basic structure and function of the pregnancy and delivery.,JnIAsuI
PS-02-11-02,JkxnuSI,Understand the symptoms of the pregnancy and delivery.,JnIAsuI
PS-02-11-03,JkxnuSM,Understand the basic examination methods of the pregnancy and delivery.,JnIAsuI
PS-02-11-04,JkxnuSQ,Understand the specific treatment methods of the pregnancy and delivery.,JnIAsuI
PS-02-11-05,JkxnuSU,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the pregnancy and delivery.",JnIAsuI
PS-02-12-01,Jli53Ic,Understand the symptoms of the pediatrics.,JnIAsuM
PS-02-12-02,Jli53IY,Understand the basic examination methods of the pediatrics.,JnIAsuM
PS-02-12-03,Jli53IQ,Understand the specific treatment methods of the pediatrics.,JnIAsuM
PS-02-12-04,Jli53IM,"Understand the etiology, epidemiology, symptoms, examination, diagnosis, and treatment of pediatric diseases and conditions.",JnIAsuM
PS-02-13-01,JkxnuSY,Understand the basic structure and function of the breast.,JnIAsuU
PS-02-13-02,JkxnuSc,Understand the symptoms of the breast.,JnIAsuU
PS-02-13-03,JkxnuSg,Understand the basic examination methods of the breast.,JnIAsuU
PS-02-13-04,JkxnuSk,Understand the specific treatment methods of the breast.,JnIAsuU
PS-02-13-05,JkxnuSs,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the breast.",JnIAsuU
PS-02-14-01,JkxnuSw,"Understand the basic structure and function of the endocrine, nutritional, and metabolic system.",JnIAsuc
PS-02-14-02,JkxnuS0,"Understand the syndromes of the endocrine, nutritional, and metabolic system.",JnIAsuc
PS-02-14-03,JkxnuS4,"Understand the basic examination methods of the endocrine, nutritional, and metabolic system.",JnIAsuc
PS-02-14-04,JkxnuS8,"Understand the specific treatments of the endocrine, nutritional, and metabolic system.",JnIAsuc
PS-02-14-05,JkxnuTA,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the endocrine, nutritional, and metabolic system .",JnIAsuc
PS-02-14-06,JkxnuOE,Understand the pathophysiology of metabolic syndrome.,JnIAsuc
PS-02-15-01,JkxnuTE,Understand the basic structure and function of the ocular and visual system.,JnIAsug
PS-02-15-02,JkxnuTI,Understand the symptoms of the ocular and visual system .,JnIAsug
PS-02-15-03,JkxnuTM,Understand the basic examination methods of the ocular and visual system .,JnIAsug
PS-02-15-04,JkxnuTQ,Understand the specific treatment methods of the ocular and visual system .,JnIAsug
PS-02-15-05,JkxnuTU,"Understand etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the ocular and visual system .",JnIAsug
PS-02-16-01,JkxnuTY,"Understand the basic structure and function of the ear, nose, throat, and oral cavity.",JnIAsuo
PS-02-16-02,JkxnuTc,"Understand the symptoms of the ear, nose, throat, and oral cavity.",JnIAsuo
PS-02-16-03,JkxnuTg,"Understand the basic examination methods of the ear, nose, throat, and oral cavity.",JnIAsuo
PS-02-16-04,JkxnuTk,"Understand the specific treatment methods of the ear, nose, throat, and oral cavity.",JnIAsuo
PS-02-16-05,JkxnuTo,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the ear, nose, throat, and oral cavity.",JnIAsuo
PS-02-17-01,JkxnuTs,Understand the basic structure and function of the brain and mind.,JnIAsus
PS-02-17-02,JkxnuTw,Understand the symptoms of the psychiatry.,JnIAsus
PS-02-17-03,JkxnuT0,Understand the basic examination methods of the psychiatry.,JnIAsus
PS-02-17-04,JkxnuT4,Understand the specific treatment methods of the psychiatry disorders.,JnIAsus
PS-02-17-05,JkxnuT8,"Understand the etiology, epidemiology, symptomes, examination, diagnosis, and treatment of diseases of the psychiatry.",JnIAsus
PS-03-01-01,JkxnuUA,Understand an overview of Hardy-Weinberg's law as a basis for population genetics.,JnIAsu0
PS-03-01-02,JkxnuUE,Create and evaluate a family tree.,JnIAsu0
PS-03-01-03,JkxnuUI,"Understand the difference between germline and somatic mutations, and the purpose and significance of genetic testing.",JnIAsu0
PS-03-01-04,JkxnuUM,"Understand the characteristics of genetic information (constancy, predictability,shareability,and ambiguity).",JnIAsu0
PS-03-01-05,JkxnuUQ,Understand the significance and methods of genetic counseling.,JnIAsu0
PS-03-01-06,JkxnuUU,"Understand ethical, legal, and social considerations in genetic medicine.",JnIAsu0
PS-03-01-07,JkxnuUY,Access information related to genetic medicine.,JnIAsu0
PS-03-01-08,JkxnuUc,Understand an overview of appropriate measures including treatment and prevention based on genetic information for patients with genetic disorders and asymptomatic family members.,JnIAsu0
PS-03-02-01,JnGUA2Q,"Understand the concepts of collagen disease, vasculitis, rheumatic disease, allergic disease, and autoimmune disease with distinction and list the diseases included in each.",JnIAsu4
PS-03-02-02,JnGUA2Y,"Understand the symptoms and signs of collagen disease, vasculitis, rheumatic disease, allergic disease, and autoimmune disease.",JnIAsu4
PS-03-02-03,JnGUA2g,Understand the principles of immunoserology testing and the clinical significance of test results.,JnIAsu4
PS-03-02-04,JnGUA2o,"Understand the therapeutic agents used in collagen disease, vasculitis, rheumatic diseases, allergic diseases, and autoimmune diseases.",JnIAsu4
PS-03-02-05,JnGUA2s,"Explain the etiology, epidemiology, syndromes, main tests/diagnoses, treatments, and complications of diseases and conditions of collagen diseases, vasculitis, rheumatic diseases, allergic diseases, and autoimmune diseases.",JnIAsu4
PS-03-03-01,JkxnuUg,Understand the causative microorganisms of common community-acquired infections.,JnIAsvA
PS-03-03-02,JkxnuUk,Understand the causative microorganisms of common healthcare-associated infections.,JnIAsvA
PS-03-03-03,JkxnuUo,Understand the common microorganisms that predispose immunocompromised patients.,JnIAsvA
PS-03-03-04,JkxnuUs,"Understand the current status of drug resistance, common drug-resistant organisms (methicillin-resistant Staphylococcus aureus), and preventive measures such as proper use of antimicrobial agents.",JnIAsvA
PS-03-03-05,JkxnuUw,"Understand the relationship among the patient (host), the organ/site of infection, and the causative microorganisms.",JnIAsvA
PS-03-03-06,JkxnuU0,"Understand the risk factors, routes of infection/entry sites, and pathophysiology of common community-acquired infections.",JnIAsvA
PS-03-03-07,JkxnuU4,"Understand the risk factors, routes of infection/entry sites, and pathophysiology of common healthcare-associated infections.",JnIAsvA
PS-03-03-08,JkxnuU8,"Understand the difference between sepsis and bloodstream infection, and their pathophysiology.",JnIAsvA
PS-03-03-09,JkxnuVA,"Understand the routes of transmission of emerging and re-emerging infectious diseases, and understand their required infection control measures.",JnIAsvA
PS-03-03-10,JkxnuVE,Understand the organs involoved and causative microorganisms from taking history and physical examination.,JnIAsvA
PS-03-03-11,JkxnuVI,Understand the diagnostic procedures for the causative microorganisms based on the history taking and physical examination.,JnIAsvA
PS-03-03-12,JkxnuVM,"Understand standard laboratory tests (such as 2 sets of blood cultures, urinalysis/urine culture, and chest X-ray) for patients with fever.",JnIAsvA
PS-03-03-13,JkxnuVQ,"Understand the principles of antimicrobial theray (culture specimens should be submitted prior to antimicrobial administration, standard drugs should be selected based on microorganisms and organs, and the duration of administration should be set).",JnIAsvA
PS-03-03-14,JkxnuVU,Understand empirical antimicrobial therapy (presumptive therapy).,JnIAsvA
PS-03-03-15,JkxnuVY,Understand specific antimicrobial therapy (targeted therapy).,JnIAsvA
PS-03-03-16,JkxnuVc,Understand vaccine-preventable diseases(Table [Diseases]).,JnIAsvA
PS-03-03-17,JkxnuVg,"Understand occupational health (vaccination, needle puncture wounds and body fluid exposure, tuberculosis exposure, etc.).",JnIAsvA
PS-03-03-18,JkxnuVo,"Understand standard precautions, isolation precautions (droplet, contact, airborne, etc.). Also understand personal protective equipment to prevent exposure of pathogenic microorganisms from patients to healthcare workers, and infection control measures following exposure of healthcare workers to bodily fluids, including vaccination.",JnIAsvA
PS-03-04-01,JkxnuXM,"Understand the difinition of tumors and their characteristics, along with genomic abnormalities and molecular mechanisms such as epigenetic modifications.",JnIAsvE
PS-03-04-02,JkxnuXQ,Understand the frequency of each tumor in Japan and around the world.,JnIAsvE
PS-03-04-03,JkxnuXU,"Understand risk factors such as genetic predisposition, underlying diseases, infectious diseases, and environmental and lifestyle factors for the development of neoplastic diseases, as well as cancer prevention and screening.",JnIAsvE
PS-03-04-04,JkxnuXY,"Understand tumor-specific tests and their findings, such as tumor markers, biomarkers, and cancer gene panel tests.",JnIAsvE
PS-03-04-05,JkxnuXc,"Understand and diagnose abnormal findings of endoscopy and imaging tests (X-ray, CT, MRI, PET/nuclear medicine, ultrasound, etc.) for tumors.",JnIAsvE
PS-03-04-06,JkxnuXg,"Understand the outline of biopsy, cytology, and pathology of tumors and their findings.",JnIAsvE
PS-03-04-07,JkxnuXk,Understand TNM classification and the staging system of tumors.,JnIAsvE
PS-03-04-08,JkxnuXo,Understand the symptoms of patients with tumor.,JnIAsvE
PS-03-04-09,JkxnuXs,"Understand the symptoms, diagnosis, and treatment of major hematopoietic tumors.",JnIAsvE
PS-03-04-10,JkxnuXw,"Understand the symptoms, diagnosis, and treatment of major brain tumors.",JnIAsvE
PS-03-04-11,JkxnuX0,"Understand the symptoms, diagnosis, and treatment of major skin tumors.",JnIAsvE
PS-03-04-12,JkxnuX4,"Understand the symptoms, diagnosis, and treatment of major bone and soft tissue tumors.",JnIAsvE
PS-03-04-13,JkxnuYA,"Understand the symptoms, diagnosis, and treatment of major thoracic (respiratory) tumors.",JnIAsvE
PS-03-04-14,JkxnuYE,"Understand the symptoms, diagnosis, and treatment of major gastrointestinal tumors.",JnIAsvE
PS-03-04-15,JkxnuYI,"Understand the symptoms, diagnosis, and treatment of major urologic tumors.",JnIAsvE
PS-03-04-16,JkxnuYM,"Understand the symptoms, diagnosis, and treatment of major genitourinary tumors.",JnIAsvE
PS-03-04-17,JkxnuYQ,"Understand the symptoms, diagnosis, and treatment of major breast tumors.",JnIAsvE
PS-03-04-18,JkxnuYU,"Understand the symptoms, diagnosis, and treatment of major endocrine system tumors.",JnIAsvE
PS-03-04-19,JkxnuYc,"Understand the symptoms, diagnosis, and treatment of major head and neck tumors.",JnIAsvE
PS-03-04-20,JkxnuYg,"Understand the major pediatric tumor types, symptoms, diagnosis, and treatment.",JnIAsvE
PS-03-04-21,JkxnuYk,"Understand an overview of the types, symptoms, diagnosis, and treatment of cancers of unknown primary, metastatic, overlapping, AYA, and rare cancers.",JnIAsvE
PS-03-04-22,JkxnuYw,"Understand an overview of tumors, pathophysiology, symptomes, and managements for the oncology emergencies (Spinal cord compression, Tumor lysis syndrome, Superior vena cava syndrome, metabolic disorders, adverse treatment events, etc.).",JnIAsvE
PS-03-04-23,JkxnuY4,Understand an overview of surgical treatment of major tumors.,JnIAsvE
PS-03-04-24,Jkxnud4,Understandan an overview of indications for radiation therapy and interventional radiology for major tumors.,JnIAsvE
PS-03-04-25,JkxnuY8,"Understand an overview of indications for pharmacotherapy (cytotoxic anticancer agents, molecular targeted agents), hematopoietic stem cell transplantation, and cancer immunology for major tumors.",JnIAsvE
PS-03-04-26,JkxnuZA,Understand supportive and palliative care for patients with tomor.,JnIAsvE
PS-03-04-27,JkxnuZE,Understand the social and psychological challenges for patients with tumor.,JnIAsvE
PS-03-05-01,Jkxnuaw,"Understand an overview of the emergency medical care system in the communities by applyuing the concepts of pre-hospital emergency care system, medical control, and primary, secondary, and tertiary emergency care.",JnIAsvM
PS-03-05-02,JkxnubY,"Understand the shock categories: (1) distributive shock (anaphylactic, septic, neurogenic), (2) hypovolemic shock (hemorrhagic, fluid loss), (3) cardiogenic shock (myocardial contractility, valve disease, arrhythmia), (4) obstructive shock (cardiac tamponade, pulmonary embolism, tension pneumothorax) and the pathophysiologies of the shock categories and diagnostic essentials.",JnIAsvM
PS-03-05-03,Jkxnubc,Understand the initial management for patients with shock and spesific treatment depending on the cause of the shock.,JnIAsvM
PS-03-05-04,Jkxnubg,"Understand the pathophysiology and diagnostic essentials of the following classifications of causes of cardiac arrest: 1) cardiovascular (acute myocardial infarction, acute aortic dissection, ruptured aortic aneurysm, pulmonary embolism), 2) respiratory (airway obstruction, tension pneumothorax, hypoxemia due to parenchymal lesions), 3) neurogenic (severe head and spinal trauma, acute subarachnoid hemorrhage), 4) poisoning and environmental factors (poisoning, heat stroke, hypothermia), and 5) electrolyte/ acid-base imbalance (hypo- and hyperkalemia, acidosis, hypoglycemia).",JnIAsvM
PS-03-05-05,Jkxnubk,Understand the initial management (cadiopulmonary resuscitation and advanced cardiac life support) and spesific treatment depending on the causes of with cardiac arrest.,JnIAsvM
PS-03-05-06,Jkxnubo,Estimate the substances of poisoning from the history and physical examination based on the toxidrome presented by the poisoned patient.,JnIAsvM
PS-03-05-07,Jkxnubs,"Understand the indications and contraindications for the use of absorption inhibitors, elimination accelerators, and antagonists in the treatment of poisoned patients.",JnIAsvM
PS-03-05-08,Jkxnubw,"Understand the etiology (pathogenesis), symptoms, diagnosis and treatment of food poisoning, gas poisoning (carbon monoxide, hydrogen sulfide, cyanide), pesticide (organophosphorus, organochlorine), alcohol and drug (sleeping pills, psychotropic drugs, antipyretic analgesics, narcotics, stimulants) poisoning.",JnIAsvM
PS-03-05-09,Jkxnub0,"Understand poisoning by mercury, lead, cyanide, arsenic, paraquat, natural poisons, corrosives (acids, alkalis, hydrogen fluoride), and poisoning by accidental ingestion of button batteries.",JnIAsvM
PS-03-05-10,Jkxnub4,"Understand the symptoms, major examinations/diagnosis, and treatment of disorders caused by high temperatures (heat stroke) and low temperatures (hypothermia).",JnIAsvM
PS-03-05-11,Jkxnub8,"Understand the symptoms, major examination/diagnosis, and treatment of disorders caused by air pressure, vibration, and noise.",JnIAsvM
PS-03-05-12,Jkxir3g,Understand the pathophysiology and diagnostic essentials of trauma.,JnIAsvM
PS-03-05-13,JkxnucA,"Understand how to assess the severity of burns (presence/absence of airway burns, burn area and depth) and the treatment strategy.",JnIAsvM
PS-03-05-14,JkxnuOU,"Understand the organ failure (multiple organ failure, cytokine storm, and disseminated intravascular coagulation)",JnIAsvM
PS-03-05-15,JtPHWts,Understand intensive care and intensive care units.,JnIAsvM
PS-03-05-16,JtPHWt0,"Understand the biological invasions and reactions that occur in invasive procedures (i.e. surgery, trauma, burns).",JnIAsvM
PS-03-05-17,JtPHWt4,"Understand the conditions that require mechanical ventilation, extracorporeal membrane oxygen, assisted circulation, and acute blood purification, and their importance.",JnIAsvM
PS-03-05-18,JtPHWuA,Understand temperature management (including theraputic temperature management) and nutritional management for critically ill patients.,JnIAsvM
PS-03-05-19,JtPHWuE,Understand the concept of post-intensive care syndrome.,JnIAsvM
PS-03-06-01,JkxnucE,"Understand the types of radiation, radioactivity, and an overview of their properties, quantification methods, and units.",JnIAsvU
PS-03-06-02,JkxnucI,"Understand an overview of internal and external radiation exposure, such as dose management,  pathophysiology, symptoms, diagnosis and treatment.",JnIAsvU
PS-03-06-03,JkxnucM,Understand the (early and late) effects of radiation and electromagnetic waves on the human body (including the fetus) and their appropriate use.,JnIAsvU
PS-03-06-04,JkxnucQ,Understand the differences in radiation permeability and susceptibility of various normal tissues.,JnIAsvU
PS-03-06-05,JkxnucU,Understand the characteristics of magnetic fields and electromagnetic waves used in MRI and understand adverse events such as heat generation in the human body and implanted metalic devices.,JnIAsvU
PS-03-06-06,Jkxnucc,"Understand the three fundamental principles of radiological protection in medical and occupational exposure, and safety management, and implement dose reduction in examinations and therapy that use radiation (radiography, CT, nuclear medicine, angiography, interventional radiology, fluoroscopy, etc.).",JnIAsvU
PS-03-06-07,Jkxnuck,"Understand the effects, costs, and risks (e.g., radiation dose, early and late effects) of radiological examinations, including angiography and interventional radiology, and determine their indications.",JnIAsvU
PS-03-06-08,Jkxnuco,"Understand the biological principles of radiotherapy, effects of radiation on genes and cells, the mechanisms of radiation-induced cell death, and local and systemic effects.",JnIAsvU
IT-01-01-01,Jkxiflk,Understand the importance and social significance of utilizing information/science technology in medicine.,JnIBpxU
IT-01-01-02,Jkxiflo,"Understand the regulations  such as laws, guidelines related to information/science technology in healthcare.",JnIBpxU
IT-01-01-03,Jkxifls,Discuss ethical issues and the impact of social disparties caused by the digital divide that may arise in utilizing information/science technology in medicine.,JnIBpxU
IT-01-02-01,Jkxiflw,"Understand the principles of medical data management, including electronic medical records, and comply with relevant regulations, such as laws, ethical standards, and provisions for protecting personal information.",JnIBpxY
IT-01-02-02,Jkxifl0,Understand and practice appropriate use of social media as a healthcare professional.,JnIBpxY
IT-02-01-01,Jkxifl4,"Use information devices, like PCs and smartphones, to apply the information in healthcare practice.",JnIBpxc
IT-02-01-02,Jkxifl8,Solve problems using the information and data collected by using information technology.,JnIBpxc
IT-02-02-01,JkxifmA,"Understand information/science technologies related to healthcare (medical information systems, wearable devices, applications, artificial intelligence, telemedicine technology, and IoT) and discuss their potential applications.",JnIBpxg
IT-02-02-02,Jkzptx8,Understand the role required for a healthcare professional when applying technology to healthcare with information/scientific technology experts.,JnIBpxg
IT-03-01-01,JkxifmI,Document patient information appropriately in electronic medical records and utilize the records appropriately.,JnIBpxk
IT-03-01-02,JkxifmM,"Understand the pros and cons of remote communications, and choose and use appropriate tools (e-mail, video conference systems, and social media) according to the purpose.",JnIBpxk
IT-03-02-01,JkxifmQ,Use appropriate ICT devices (e-learning and mobile technology) for self-learning and cooperative learning.,JnIBpxs
IT-03-02-02,JkzptyA,Have the flexible mindset to utilize new information and scientific technologies for learning and healthcare practice.,JnIBpxs
CS-01-01-01,Jkxirsc,Utilize basic communication skills in medical interviews,JnICVTo
CS-01-01-02,Jkxirsg,"Gather the patient's medical history (chief complaint, history of present illness, medications, allergies, past medical history, family history, preferences, lifestyle, social and occupational history, life environment, home situation, travel history, and systematic reviews), and organize information.",JnICVTo
CS-01-01-03,Jkxirso,Obtain necessary information from people related to the patient.,JnICVTo
CS-01-02-01,Jkxirss,Perform a medical examination according to the patient's condition.,JnICVTs
CS-01-02-02,Jkxirs8,"Assess general appearance (body shape, nutrition, posture, gait, facial features, skin, and speech).",JnICVTs
CS-01-02-03,Jkxirs0,"Check vital signs (temperature, pulse, blood pressure, respiratory rate, and oxygen saturation).",JnICVTs
CS-01-02-04,Jkxirs4,"Examine patients in appropriate positions (standing, sitting, Fowler’s, supine, and lithotriptic).",JnICVTs
CS-01-02-05,Jm6NdFA,Perform a physical examination (Table [Physical Examination]).,JnICVTs
CS-01-02-06,Jkxiru4,Perform necessary basic medical examination.,JnICVTs
CS-02-01-01,Jkxiru8,Gather appropriate patient information and document a problem-oriented medical record.,JnICVT0
CS-02-01-02,JkxirvA,"Document the clinical course in terms of subjective findings, objective findings, assessment, and planning.",JnICVT0
CS-02-01-03,JkxirvE,Summarize the past medical history in the medical record.,JnICVT0
CS-02-02-01,JkxirvI,Understand the causes and pathophysiology of major symptoms (Table [Major Symptoms]).,JnICVT8
CS-02-02-02,JkxirvM,Discuss differential diagnosis of major symptoms (Table [Major Symptoms]) and explain the points of diagnosis.,JnICVT8
CS-02-02-03,Jkxirvg,Demonstrate clinical reasoning from the key chief complaint.,JnICVT8
CS-02-02-04,Jkxirvk,Understand the basic pathophysiology and epidemiology of diseases.,JnICVT8
CS-02-03-01,JkxirwI,"Understand the purpose and significance of major laboratory and imaging tests (Table [Major Laboratory and Imaging Tests]), select the minimum number of tests required to verify the diagnostic hypothesis, and interpret the results.",JnICVUA
CS-02-03-02,JkxirwM,Understand the correct method of specimen collection and storage for major laboratory and imaging tests (Table [Major Laboratory and Imaging Tests]).,JnICVUA
CS-02-03-03,JkxirwQ,"Understand how to perform major laboratory and imaging tests (Table [Major Laboratory and Imaging Tests]) safely (patient and specimen verification, test complications, infection prevention, and accuracy control).",JnICVUA
CS-02-03-04,JkxirxE,"Understand the characteristics (sensitivity, specificity, false positives, false negatives, pretest and posttest probability, likelihood ratio, ROC curve) and criteria (reference value, reference range, cutoff value, panic value) of major laboratory and imaging tests (Table [Major Laboratory and Imaging Tests]).",JnICVUA
CS-02-03-05,JkxirxI,"Understand physiologic variability, measurement error, accuracy control, and human error in major Laboratory and imaging tests (Table [Major laboratory and Imaging Tests]).",JnICVUA
CS-02-03-06,JkxirxM,Understand patient-specific clinical characteristics and interpret results.,JnICVUA
CS-02-03-07,Jm6NdFI,Understand and interpret the purpose and indications for major laboratory and imaging tests (Table [Major Laboratory and Imaging Tests]).,JnICVUA
CS-02-04-01,Jkxirx0,Plan initial response to major syndromes (Table [Major Symptoms]) and determine the need for specialized practice.,JnICVUI
CS-02-04-02,Jkxiry4,Understand the basics of taking medication and adherence.,JnICVUI
CS-02-04-03,Jmicn1A,Draft prescriptions.,JnICVUI
CS-02-04-04,JkxiryY,"Understand the pharmacological effects of medications, indications,adverse events, and precauions of administratinf medictions.",JnICVUI
CS-02-04-05,Jkxiryw,Understand the important point of drug administration with regard to pharmacokinetic characteristics based on age and organ failure.,JnICVUI
CS-02-04-06,Jkxiry0,Understand pharmacokinetic interactions.,JnICVUI
CS-02-04-07,JkxirzE,"Understand contraindications to use and the use of drugs under specific conditions (e.g., anti-doping).",JnICVUI
CS-02-04-08,JkxiryU,"Understand the major drug allergy syndromes, diagnosis, prophylaxis and management.",JnICVUI
CS-02-04-09,JkxiryQ,"Understand drug accumulation, tolerance, tachyphylaxis, and dependence.",JnICVUI
CS-02-04-10,Jkxiryg,"Understand the indications, adverse events, and precautions for administration of antitumor drugs.",JnICVUI
CS-02-04-11,Jkxiryc,"Understand the pharmacologic actions, indications, adverse events, and dosing precautions for antimicrobial agents.",JnICVUI
CS-02-04-12,Jkxiryo,"Understand the indications, adverse events, and administration precautions for narcotic analgesics and sedatives.",JnICVUI
CS-02-04-13,Jkxiry8,Understand the pharmacological actions and adverse events of molecular targeted drugs and biopharmaceuticals.,JnICVUI
CS-02-04-14,JkxirzA,"Understand the characteristics of Kampo medicine, indications of major Japanese and Chinese herbal medicines (Kampo medicine), and their pharmacological actions.",JnICVUI
CS-02-04-15,Jkxirx8,Understand the outline of indications for radiotherapy.,JnICVUI
CS-02-04-16,JkxiryE,Understand the overview of interventional radiology.,JnICVUI
CS-02-04-17,JkxiryI,Understand the indications for treatments using endoscopy.,JnICVUI
CS-02-04-18,JkxiryM,Understand the indications for treatments using ultrasound.,JnICVUI
CS-02-04-19,JkxirzU,"Understand the types, indications, and effects of medical coatings.",JnICVUI
CS-02-04-20,JkxirzY,Understand the indications and complications of surgical procedures,JnICVUI
CS-02-04-21,Jkxirzc,Understand the risk factors of surgery and basic principles of risk management.,JnICVUI
CS-02-04-22,Jkxirzg,Understand the major postoperative complications and the basic principles of prevention.,JnICVUI
CS-02-04-23,Jkxirzk,Understand the importance of informed consent for surgery and invasive procedures.,JnICVUI
CS-02-04-24,Jkxirzo,Understand the perioperative risk assessment.,JnICVUI
CS-02-04-25,Jkxirzs,Understand the perioperative medication management and risk.,JnICVUI
CS-02-04-26,Jkxirzw,Understand the perioperative fluid and blood transfusions.,JnICVUI
CS-02-04-27,Jkxirz0,Understand the perioperative pain management.,JnICVUI
CS-02-04-28,Jkxir0Q,"Understand the indications, contraindications and complications of local anesthesia, peripheral nerve block, plexus block, spinal anesthesia and epidural anesthesia.",JnICVUI
CS-02-04-29,Jkxir0E,Understand the preanesthesia evaluation for safe management.,JnICVUI
CS-02-04-30,Jkxir0U,"Understand the patient monitoring during anesthesia, and major abnormal findings and management measures of them.",JnICVUI
CS-02-04-31,Jkxir0I,Understand the types of anesthetics and muscle relaxants and the principles of their use.,JnICVUI
CS-02-04-32,Jkxir0M,"Understand the indications, contraindications, methods, accidents and complications of inhalation and intravenous anesthesia.",JnICVUI
CS-02-04-33,JtPHhOM,"Understand the airway management techniques, including tracheal intubation.",JnICVUI
CS-02-04-34,Jkxir0g,"Understand the nutritional assessment, care, management, nutrition support team, and disease-specific nutrition supports.",JnICVUI
CS-02-04-35,Jkxir0o,"Understand the indications, methods and complications of parenteral and enteral nutrition, and precautions for long-term administration.",JnICVUI
CS-02-04-36,Jkxir0w,Understand the types and principles of major medical devices.,JnICVUI
CS-02-04-37,Jkxir00,Understand the types and principles of major artificial organs.,JnICVUI
CS-02-04-38,Jkxir04,Understand the types and indications of blood products and fractionated plasma products.,JnICVUI
CS-02-04-39,Jkxir1A,"Understand adverse reactions to blood transfusions, transfusion record keeping requirements, and procedures to prevent incompatible blood transfusions.",JnICVUI
CS-02-04-40,Jkxir1E,"Understand appropriate use of blood transfusion, component transfusion, autologous transfusion, and emergency transfusion.",JnICVUI
CS-02-04-41,Jkxir1I,"Understand the overview of transplantation medicine (organ transplantation, tissue transplantation, hematopoietic stem cell transplantation, etc.) in Japan and the world.",JnICVUI
CS-02-04-42,Jkxir1M,Understand the principles of discussin the organ and tissue donation options in end-of-life care.,JnICVUI
CS-02-04-43,Jkxir1Q,"Understand immune response in transplantation (rejection, graft-versus-host disease).",JnICVUI
CS-02-04-44,Jkxir1U,Understand the overview of immunosuppressive therapy after transplantation.,JnICVUI
CS-02-04-45,Jkxir1Y,Understand the concept and indications for rehabilitation.,JnICVUI
